ProductID,ProductName,Category,Price,Barcode
2347,Daily Milk Cheese 614ml,Dairy,3366,890100002347
2348,Dairy Fresh Hand Wash 429g,Household,606,890100002348
2349,Happy Farm Oats 1056g,Grains & Rice,3767,890100002349
2350,Chase Up Chips 1069g,Snacks,145,890100002350
2351,Nestle Soap 221g,Household,4437,890100002351
2352,Gujranwala Soft Drink 857ml,Beverages,2490,890100002352
2353,Dairy Fresh Chips 154g,Snacks,692,890100002353
2354,Daily Milk Milk Powder 586ml,Dairy,1424,890100002354
2355,Nature's Best Nuts 1265g,Snacks,4061,890100002355
2356,Chase Up Milk Powder 1391ml,Dairy,2843,890100002356
2357,Dairy Fresh Wheat Flour 695g,Grains & Rice,1907,890100002357
2358,Happy Farm Chocolate 1279g,Snacks,869,890100002358
2359,Dairy Fresh Sanitizer 1722g,Personal Care,1451,890100002359
2360,Dairy Fresh Detergent 170g,Household,688,890100002360
2361,Gujranwala Oats 1515g,Grains & Rice,3700,890100002361
2362,Nature's Best Juice 1932ml,Beverages,369,890100002362
2363,Gujranwala Dishwashing Liquid 1278g,Household,4073,890100002363
2364,Dairy Fresh Soft Drink 414ml,Beverages,3673,890100002364
2365,Nestle Soap 1969g,Personal Care,2851,890100002365
2366,Dairy Fresh Detergent 490g,Household,3114,890100002366
2367,Sunflower Basmati Rice 284g,Grains & Rice,4941,890100002367
2368,Daily Milk Energy Drink 825ml,Beverages,1076,890100002368
2369,Nestle Chocolate 889g,Snacks,948,890100002369
2370,Dairy Fresh Corn Flour 722g,Grains & Rice,2908,890100002370
2371,Dairy Fresh Yogurt 1240ml,Dairy,4895,890100002371
2372,Happy Farm Shampoo 1492g,Personal Care,1518,890100002372
2373,Daily Milk Sanitizer 649g,Personal Care,352,890100002373
2374,Nestle Soap 1909g,Household,3277,890100002374
2375,Nestle Yogurt 1445ml,Dairy,1806,890100002375
2376,Chase Up Sanitizer 198g,Personal Care,1538,890100002376
2377,Nature's Best Detergent 1307g,Household,534,890100002377
2378,Nestle Cheese 626ml,Dairy,2242,890100002378
2379,Dairy Fresh Yogurt 1516ml,Dairy,742,890100002379
2380,Nature's Best Chocolate 1747g,Snacks,2233,890100002380
2381,Dairy Fresh Corn Flour 1703g,Grains & Rice,1748,890100002381
2382,Nestle Chips 403g,Snacks,4831,890100002382
2383,Nature's Best Tea 121ml,Beverages,4677,890100002383
2384,Gujranwala Cheese 1862ml,Dairy,2146,890100002384
2385,Happy Farm Lotion 1596g,Personal Care,3242,890100002385
2386,Nestle Energy Drink 1690ml,Beverages,3005,890100002386
2387,Nature's Best Milk Powder 519ml,Dairy,2147,890100002387
2388,Nature's Best Wheat Flour 1482g,Grains & Rice,2344,890100002388
2389,Daily Milk Butter 1006ml,Dairy,2638,890100002389
2390,Daily Milk Milk 606ml,Dairy,635,890100002390
2391,Dairy Fresh Corn Flour 1888g,Grains & Rice,2373,890100002391
2392,Nestle Energy Drink 1281ml,Beverages,1522,890100002392
2393,Happy Farm Chips 1734g,Snacks,151,890100002393
2394,Gujranwala Soap 340g,Personal Care,1701,890100002394
2395,Happy Farm Cleaning Powder 985g,Household,745,890100002395
2396,Dairy Fresh Maize 512g,Grains & Rice,846,890100002396
2397,Nestle Soap 1423g,Household,586,890100002397
2398,Sunflower Cheese 1732ml,Dairy,3534,890100002398
2399,Daily Milk Cleaning Powder 656g,Household,3405,890100002399
2400,Sunflower Nuts 1061g,Snacks,233,890100002400
2401,Nestle Sanitizer 1852g,Personal Care,2117,890100002401
2402,Nestle Dishwashing Liquid 1745g,Household,1126,890100002402
2403,Nature's Best Soap 1160g,Personal Care,3733,890100002403
2404,Dairy Fresh Cheese 281ml,Dairy,3408,890100002404
2405,Happy Farm Yogurt 1316ml,Dairy,2137,890100002405
2406,Sunflower Lotion 796g,Personal Care,55,890100002406
2407,Nature's Best Chips 558g,Snacks,2122,890100002407
2408,Dairy Fresh Butter 1132ml,Dairy,4975,890100002408
2409,Dairy Fresh Milk 1994ml,Dairy,2722,890100002409
2410,Gujranwala Wheat Flour 1538g,Grains & Rice,415,890100002410
2411,Dairy Fresh Wheat Flour 121g,Grains & Rice,3165,890100002411
2412,Nature's Best Basmati Rice 1887g,Grains & Rice,3223,890100002412
2413,Nestle Chocolate 1683g,Snacks,579,890100002413
2414,Daily Milk Milk 1858ml,Dairy,625,890100002414
2415,Happy Farm Energy Drink 1366ml,Beverages,3108,890100002415
2416,Nature's Best Soft Drink 1321ml,Beverages,4183,890100002416
2417,Daily Milk Cleaning Powder 1588g,Household,2378,890100002417
2418,Nature's Best Milk Powder 1003ml,Dairy,2853,890100002418
2419,Nestle Chips 555g,Snacks,2093,890100002419
2420,Nature's Best Chocolate 953g,Snacks,462,890100002420
2421,Gujranwala Maize 632g,Grains & Rice,463,890100002421
2422,Dairy Fresh Nuts 1536g,Snacks,1059,890100002422
2423,Sunflower Coffee 1600ml,Beverages,3465,890100002423
2424,Daily Milk Cleaning Powder 494g,Household,269,890100002424
2425,Chase Up Detergent 1634g,Household,3256,890100002425
2426,Nature's Best Hand Wash 1086g,Household,3261,890100002426
2427,Gujranwala Biscuits 1198g,Snacks,1490,890100002427
2428,Sunflower Chips 1144g,Snacks,4544,890100002428
2429,Daily Milk Nuts 1639g,Snacks,4730,890100002429
2430,Happy Farm Yogurt 1606ml,Dairy,954,890100002430
2431,Daily Milk Coffee 1907ml,Beverages,1193,890100002431
2432,Dairy Fresh Coffee 903ml,Beverages,4452,890100002432
2433,Dairy Fresh Chips 1024g,Snacks,3828,890100002433
2434,Chase Up Coffee 545ml,Beverages,3015,890100002434
2435,Nature's Best Juice 1640ml,Beverages,4347,890100002435
2436,Dairy Fresh Juice 1168ml,Beverages,4283,890100002436
2437,Chase Up Yogurt 1432ml,Dairy,1766,890100002437
2438,Chase Up Toothpaste 661g,Personal Care,1393,890100002438
2439,Nestle Sanitizer 278g,Personal Care,3028,890100002439
2440,Sunflower Milk Powder 1009ml,Dairy,4522,890100002440
2441,Nature's Best Biscuits 477g,Snacks,2577,890100002441
2442,Chase Up Tea 227ml,Beverages,4957,890100002442
2443,Nestle Lotion 1164g,Personal Care,929,890100002443
2444,Sunflower Dishwashing Liquid 1851g,Household,4838,890100002444
2445,Happy Farm Juice 1331ml,Beverages,4191,890100002445
2446,Chase Up Corn Flour 264g,Grains & Rice,2142,890100002446
2447,Happy Farm Soap 751g,Household,2941,890100002447
2448,Nature's Best Nuts 772g,Snacks,2629,890100002448
2449,Nature's Best Milk 534ml,Dairy,1358,890100002449
2450,Happy Farm Chips 1981g,Snacks,1190,890100002450
2451,Happy Farm Maize 1475g,Grains & Rice,153,890100002451
2452,Nature's Best Butter 1195ml,Dairy,4118,890100002452
2453,Happy Farm Chips 671g,Snacks,2533,890100002453
2454,Dairy Fresh Soap 1751g,Personal Care,1112,890100002454
2455,Gujranwala Chocolate 595g,Snacks,999,890100002455
2456,Gujranwala Yogurt 1452ml,Dairy,3899,890100002456
2457,Nature's Best Detergent 655g,Household,2849,890100002457
2458,Happy Farm Sanitizer 753g,Personal Care,1497,890100002458
2459,Chase Up Wheat Flour 848g,Grains & Rice,3472,890100002459
2460,Chase Up Cookies 1260g,Snacks,66,890100002460
2461,Gujranwala Milk Powder 900ml,Dairy,64,890100002461
2462,Nature's Best Shampoo 345g,Personal Care,1792,890100002462
2463,Happy Farm Toothpaste 334g,Personal Care,1749,890100002463
2464,Dairy Fresh Sanitizer 1993g,Personal Care,4601,890100002464
2465,Happy Farm Toothpaste 1087g,Personal Care,4086,890100002465
2466,Gujranwala Detergent 1393g,Household,2191,890100002466
2467,Sunflower Biscuits 1067g,Snacks,1925,890100002467
2468,Gujranwala Energy Drink 1165ml,Beverages,653,890100002468
2469,Sunflower Coffee 898ml,Beverages,936,890100002469
2470,Gujranwala Maize 1868g,Grains & Rice,4199,890100002470
2471,Gujranwala Soap 1608g,Household,4678,890100002471
2472,Sunflower Detergent 978g,Household,996,890100002472
2473,Gujranwala Soap 1491g,Personal Care,109,890100002473
2474,Nature's Best Energy Drink 1509ml,Beverages,1229,890100002474
2475,Daily Milk Milk Powder 711ml,Dairy,1777,890100002475
2476,Dairy Fresh Soft Drink 1666ml,Beverages,1760,890100002476
2477,Gujranwala Oats 927g,Grains & Rice,4294,890100002477
2478,Gujranwala Butter 1965ml,Dairy,1100,890100002478
2479,Nature's Best Maize 1524g,Grains & Rice,3048,890100002479
2480,Nature's Best Cheese 1793ml,Dairy,4820,890100002480
2481,Chase Up Cookies 1379g,Snacks,825,890100002481
2482,Gujranwala Soap 841g,Household,4494,890100002482
2483,Nature's Best Tea 1450ml,Beverages,3395,890100002483
2484,Dairy Fresh Shampoo 322g,Personal Care,4052,890100002484
2485,Gujranwala Soap 1031g,Household,3837,890100002485
2486,Happy Farm Cookies 1277g,Snacks,3492,890100002486
2487,Chase Up Detergent 521g,Household,130,890100002487
2488,Chase Up Oats 1613g,Grains & Rice,151,890100002488
2489,Nestle Shampoo 230g,Personal Care,1870,890100002489
2490,Sunflower Juice 1002ml,Beverages,1736,890100002490
2491,Sunflower Wheat Flour 129g,Grains & Rice,686,890100002491
2492,Happy Farm Oats 1438g,Grains & Rice,2159,890100002492
2493,Chase Up Toothpaste 958g,Personal Care,1541,890100002493
2494,Dairy Fresh Dishwashing Liquid 1684g,Household,2602,890100002494
2495,Happy Farm Detergent 1400g,Household,4658,890100002495
2496,Nestle Nuts 681g,Snacks,3181,890100002496
2497,Dairy Fresh Butter 1196ml,Dairy,294,890100002497
2498,Nestle Oats 386g,Grains & Rice,3072,890100002498
2499,Nestle Milk Powder 1563ml,Dairy,1439,890100002499
2500,Happy Farm Maize 975g,Grains & Rice,4287,890100002500
2501,Happy Farm Yogurt 1067ml,Dairy,2097,890100002501
2502,Nature's Best Yogurt 889ml,Dairy,123,890100002502
2503,Happy Farm Biscuits 637g,Snacks,1221,890100002503
2504,Sunflower Milk Powder 1130ml,Dairy,2710,890100002504
2505,Nature's Best Basmati Rice 342g,Grains & Rice,1612,890100002505
2506,Sunflower Cheese 615ml,Dairy,4165,890100002506
2507,Daily Milk Dishwashing Liquid 429g,Household,4193,890100002507
2508,Gujranwala Shampoo 476g,Personal Care,3976,890100002508
2509,Nature's Best Hand Wash 1753g,Household,2833,890100002509
2510,Sunflower Chips 113g,Snacks,3854,890100002510
2511,Nestle Butter 637ml,Dairy,4581,890100002511
2512,Happy Farm Shampoo 570g,Personal Care,1610,890100002512
2513,Nature's Best Basmati Rice 635g,Grains & Rice,4307,890100002513
2514,Nature's Best Dishwashing Liquid 1616g,Household,2429,890100002514
2515,Gujranwala Nuts 794g,Snacks,1658,890100002515
2516,Nestle Juice 798ml,Beverages,3081,890100002516
2517,Nestle Biscuits 730g,Snacks,4592,890100002517
2518,Daily Milk Milk 678ml,Dairy,996,890100002518
2519,Happy Farm Coffee 1005ml,Beverages,481,890100002519
2520,Dairy Fresh Coffee 712ml,Beverages,4980,890100002520
2521,Dairy Fresh Lotion 1060g,Personal Care,2796,890100002521
2522,Chase Up Lotion 534g,Personal Care,274,890100002522
2523,Dairy Fresh Chips 441g,Snacks,2236,890100002523
2524,Nature's Best Soap 538g,Household,214,890100002524
2525,Dairy Fresh Chocolate 1334g,Snacks,1317,890100002525
2526,Dairy Fresh Nuts 1930g,Snacks,2124,890100002526
2527,Dairy Fresh Sanitizer 149g,Personal Care,4424,890100002527
2528,Nestle Cleaning Powder 1673g,Household,4539,890100002528
2529,Chase Up Nuts 337g,Snacks,727,890100002529
2530,Gujranwala Lotion 1879g,Personal Care,110,890100002530
2531,Nestle Milk Powder 101ml,Dairy,4380,890100002531
2532,Nestle Lotion 1047g,Personal Care,1799,890100002532
2533,Happy Farm Cheese 933ml,Dairy,2619,890100002533
2534,Nature's Best Toothpaste 1773g,Personal Care,4998,890100002534
2535,Happy Farm Sanitizer 631g,Personal Care,2609,890100002535
2536,Dairy Fresh Soap 1731g,Household,4270,890100002536
2537,Sunflower Dishwashing Liquid 950g,Household,3290,890100002537
2538,Happy Farm Detergent 1910g,Household,126,890100002538
2539,Daily Milk Cleaning Powder 345g,Household,4548,890100002539
2540,Dairy Fresh Butter 1664ml,Dairy,4652,890100002540
2541,Daily Milk Hand Wash 147g,Household,3238,890100002541
2542,Happy Farm Hand Wash 903g,Household,1787,890100002542
2543,Chase Up Coffee 381ml,Beverages,2478,890100002543
2544,Nature's Best Maize 1371g,Grains & Rice,444,890100002544
2545,Nature's Best Detergent 1040g,Household,4821,890100002545
2546,Sunflower Sanitizer 423g,Personal Care,4269,890100002546
2547,Nature's Best Soft Drink 1196ml,Beverages,4649,890100002547
2548,Dairy Fresh Detergent 423g,Household,600,890100002548
2549,Daily Milk Oats 949g,Grains & Rice,2230,890100002549
2550,Sunflower Corn Flour 1956g,Grains & Rice,2095,890100002550
2551,Nestle Cookies 1125g,Snacks,1892,890100002551
2552,Daily Milk Hand Wash 1631g,Household,208,890100002552
2553,Chase Up Toothpaste 445g,Personal Care,4769,890100002553
2554,Nestle Hand Wash 829g,Household,3674,890100002554
2555,Happy Farm Cookies 300g,Snacks,3721,890100002555
2556,Gujranwala Oats 1819g,Grains & Rice,1249,890100002556
2557,Nature's Best Lotion 878g,Personal Care,208,890100002557
2558,Nature's Best Basmati Rice 198g,Grains & Rice,2139,890100002558
2559,Daily Milk Corn Flour 298g,Grains & Rice,79,890100002559
2560,Nestle Soft Drink 450ml,Beverages,276,890100002560
2561,Nature's Best Soap 1929g,Personal Care,1685,890100002561
2562,Nature's Best Energy Drink 1901ml,Beverages,961,890100002562
2563,Nestle Soap 1380g,Personal Care,3281,890100002563
2564,Gujranwala Hand Wash 1194g,Household,937,890100002564
2565,Daily Milk Soap 427g,Personal Care,3978,890100002565
2566,Nature's Best Milk 233ml,Dairy,4855,890100002566
2567,Dairy Fresh Juice 218ml,Beverages,158,890100002567
2568,Happy Farm Soap 228g,Household,2307,890100002568
2569,Gujranwala Chips 1281g,Snacks,2343,890100002569
2570,Dairy Fresh Oats 819g,Grains & Rice,3267,890100002570
2571,Happy Farm Butter 717ml,Dairy,3398,890100002571
2572,Gujranwala Cookies 1084g,Snacks,495,890100002572
2573,Nestle Detergent 184g,Household,4737,890100002573
2574,Dairy Fresh Tea 1738ml,Beverages,1018,890100002574
2575,Daily Milk Coffee 1701ml,Beverages,1912,890100002575
2576,Happy Farm Energy Drink 1443ml,Beverages,833,890100002576
2577,Daily Milk Lotion 1365g,Personal Care,4664,890100002577
2578,Chase Up Tea 1556ml,Beverages,4034,890100002578
2579,Gujranwala Cleaning Powder 1924g,Household,555,890100002579
2580,Sunflower Soft Drink 1618ml,Beverages,4438,890100002580
2581,Dairy Fresh Dishwashing Liquid 395g,Household,1892,890100002581
2582,Dairy Fresh Basmati Rice 1853g,Grains & Rice,1397,890100002582
2583,Dairy Fresh Basmati Rice 340g,Grains & Rice,1532,890100002583
2584,Gujranwala Yogurt 669ml,Dairy,3489,890100002584
2585,Nestle Biscuits 1608g,Snacks,1795,890100002585
2586,Sunflower Juice 1311ml,Beverages,3834,890100002586
2587,Sunflower Milk Powder 422ml,Dairy,2812,890100002587
2588,Sunflower Tea 429ml,Beverages,419,890100002588
2589,Nature's Best Coffee 1281ml,Beverages,4858,890100002589
2590,Sunflower Soap 1160g,Household,1866,890100002590
2591,Gujranwala Yogurt 1759ml,Dairy,1068,890100002591
2592,Nestle Soft Drink 385ml,Beverages,3376,890100002592
2593,Nestle Yogurt 817ml,Dairy,2425,890100002593
2594,Nature's Best Milk Powder 1647ml,Dairy,4663,890100002594
2595,Sunflower Cheese 420ml,Dairy,3031,890100002595
2596,Nestle Cookies 1806g,Snacks,2788,890100002596
2597,Daily Milk Cleaning Powder 728g,Household,1104,890100002597
2598,Happy Farm Milk 1594ml,Dairy,408,890100002598
2599,Dairy Fresh Milk Powder 180ml,Dairy,1705,890100002599
2600,Sunflower Cheese 1317ml,Dairy,62,890100002600
2601,Dairy Fresh Milk 1996ml,Dairy,1333,890100002601
2602,Gujranwala Butter 1936ml,Dairy,796,890100002602
2603,Nestle Dishwashing Liquid 1927g,Household,4977,890100002603
2604,Sunflower Maize 1859g,Grains & Rice,609,890100002604
2605,Nestle Milk 1404ml,Dairy,4862,890100002605
2606,Sunflower Corn Flour 434g,Grains & Rice,3178,890100002606
2607,Nature's Best Lotion 238g,Personal Care,356,890100002607
2608,Daily Milk Energy Drink 1611ml,Beverages,1830,890100002608
2609,Daily Milk Butter 132ml,Dairy,2108,890100002609
2610,Daily Milk Milk 1159ml,Dairy,3139,890100002610
2611,Dairy Fresh Energy Drink 361ml,Beverages,3406,890100002611
2612,Happy Farm Juice 1226ml,Beverages,198,890100002612
2613,Gujranwala Biscuits 459g,Snacks,1865,890100002613
2614,Nature's Best Wheat Flour 1232g,Grains & Rice,1644,890100002614
2615,Happy Farm Energy Drink 1617ml,Beverages,3173,890100002615
2616,Nature's Best Toothpaste 552g,Personal Care,735,890100002616
2617,Daily Milk Chips 1612g,Snacks,1448,890100002617
2618,Daily Milk Corn Flour 1065g,Grains & Rice,2392,890100002618
2619,Happy Farm Nuts 980g,Snacks,1293,890100002619
2620,Happy Farm Oats 1753g,Grains & Rice,2509,890100002620
2621,Chase Up Milk 742ml,Dairy,557,890100002621
2622,Dairy Fresh Milk Powder 1007ml,Dairy,3137,890100002622
2623,Nestle Oats 1535g,Grains & Rice,4384,890100002623
2624,Happy Farm Juice 1110ml,Beverages,1741,890100002624
2625,Nature's Best Nuts 1576g,Snacks,3781,890100002625
2626,Sunflower Coffee 1985ml,Beverages,4267,890100002626
2627,Sunflower Toothpaste 1457g,Personal Care,1135,890100002627
2628,Gujranwala Butter 1523ml,Dairy,1367,890100002628
2629,Sunflower Toothpaste 674g,Personal Care,3087,890100002629
2630,Sunflower Dishwashing Liquid 463g,Household,4038,890100002630
2631,Daily Milk Energy Drink 516ml,Beverages,4733,890100002631
2632,Nestle Yogurt 1652ml,Dairy,4705,890100002632
2633,Chase Up Sanitizer 1088g,Personal Care,4874,890100002633
2634,Daily Milk Cheese 1301ml,Dairy,2746,890100002634
2635,Nature's Best Toothpaste 529g,Personal Care,4846,890100002635
2636,Happy Farm Cookies 668g,Snacks,2007,890100002636
2637,Gujranwala Toothpaste 599g,Personal Care,794,890100002637
2638,Daily Milk Cleaning Powder 436g,Household,4594,890100002638
2639,Dairy Fresh Wheat Flour 911g,Grains & Rice,1565,890100002639
2640,Sunflower Chips 897g,Snacks,2939,890100002640
2641,Sunflower Maize 478g,Grains & Rice,4902,890100002641
2642,Daily Milk Juice 1712ml,Beverages,4420,890100002642
2643,Dairy Fresh Tea 553ml,Beverages,4203,890100002643
2644,Daily Milk Cheese 901ml,Dairy,2189,890100002644
2645,Chase Up Basmati Rice 1438g,Grains & Rice,4982,890100002645
2646,Daily Milk Yogurt 1000ml,Dairy,3722,890100002646
2647,Dairy Fresh Juice 1758ml,Beverages,4926,890100002647
2648,Gujranwala Lotion 329g,Personal Care,1860,890100002648
2649,Gujranwala Detergent 1106g,Household,2411,890100002649
2650,Nature's Best Coffee 1698ml,Beverages,4383,890100002650
2651,Happy Farm Nuts 1813g,Snacks,3029,890100002651
2652,Dairy Fresh Cheese 1022ml,Dairy,4806,890100002652
2653,Gujranwala Detergent 861g,Household,4576,890100002653
2654,Happy Farm Oats 716g,Grains & Rice,2397,890100002654
2655,Gujranwala Soap 1913g,Personal Care,2330,890100002655
2656,Dairy Fresh Coffee 1468ml,Beverages,4288,890100002656
2657,Daily Milk Soft Drink 1885ml,Beverages,4617,890100002657
2658,Gujranwala Corn Flour 1488g,Grains & Rice,255,890100002658
2659,Gujranwala Soap 959g,Personal Care,721,890100002659
2660,Gujranwala Biscuits 1253g,Snacks,3359,890100002660
2661,Chase Up Cleaning Powder 441g,Household,4155,890100002661
2662,Chase Up Juice 951ml,Beverages,4761,890100002662
2663,Dairy Fresh Biscuits 1298g,Snacks,3020,890100002663
2664,Nature's Best Energy Drink 563ml,Beverages,963,890100002664
2665,Nature's Best Basmati Rice 160g,Grains & Rice,2114,890100002665
2666,Nestle Soap 1223g,Household,3152,890100002666
2667,Daily Milk Soft Drink 1882ml,Beverages,1322,890100002667
2668,Gujranwala Cookies 1233g,Snacks,2390,890100002668
2669,Sunflower Shampoo 1682g,Personal Care,3381,890100002669
2670,Happy Farm Sanitizer 954g,Personal Care,1524,890100002670
2671,Daily Milk Soap 1086g,Household,3319,890100002671
2672,Dairy Fresh Biscuits 320g,Snacks,3284,890100002672
2673,Nature's Best Soft Drink 247ml,Beverages,557,890100002673
2674,Chase Up Cookies 1145g,Snacks,4841,890100002674
2675,Daily Milk Dishwashing Liquid 806g,Household,1799,890100002675
2676,Nestle Shampoo 1759g,Personal Care,1439,890100002676
2677,Sunflower Hand Wash 1341g,Household,672,890100002677
2678,Nature's Best Cheese 1692ml,Dairy,2888,890100002678
2679,Happy Farm Dishwashing Liquid 1889g,Household,3645,890100002679
2680,Nestle Juice 752ml,Beverages,156,890100002680
2681,Gujranwala Basmati Rice 1084g,Grains & Rice,178,890100002681
2682,Sunflower Basmati Rice 905g,Grains & Rice,4911,890100002682
2683,Nestle Energy Drink 742ml,Beverages,3834,890100002683
2684,Gujranwala Basmati Rice 1895g,Grains & Rice,605,890100002684
2685,Nestle Toothpaste 757g,Personal Care,3050,890100002685
2686,Happy Farm Soft Drink 524ml,Beverages,2057,890100002686
2687,Sunflower Cleaning Powder 1378g,Household,116,890100002687
2688,Chase Up Yogurt 1872ml,Dairy,4560,890100002688
2689,Happy Farm Nuts 1318g,Snacks,4005,890100002689
2690,Nature's Best Soap 1085g,Household,150,890100002690
2691,Nature's Best Corn Flour 359g,Grains & Rice,2083,890100002691
2692,Dairy Fresh Energy Drink 437ml,Beverages,2742,890100002692
2693,Chase Up Maize 1312g,Grains & Rice,1366,890100002693
2694,Chase Up Energy Drink 1670ml,Beverages,2795,890100002694
2695,Gujranwala Milk Powder 406ml,Dairy,4508,890100002695
2696,Nestle Biscuits 1274g,Snacks,4902,890100002696
2697,Daily Milk Biscuits 581g,Snacks,4657,890100002697
2698,Dairy Fresh Yogurt 699ml,Dairy,4739,890100002698
2699,Nestle Maize 1047g,Grains & Rice,854,890100002699
2700,Happy Farm Soft Drink 1881ml,Beverages,295,890100002700
2701,Dairy Fresh Dishwashing Liquid 637g,Household,4306,890100002701
2702,Sunflower Toothpaste 1034g,Personal Care,2350,890100002702
2703,Happy Farm Biscuits 1318g,Snacks,4934,890100002703
2704,Nestle Milk Powder 229ml,Dairy,878,890100002704
2705,Nestle Energy Drink 1067ml,Beverages,2163,890100002705
2706,Dairy Fresh Soap 351g,Personal Care,3163,890100002706
2707,Chase Up Energy Drink 1035ml,Beverages,1887,890100002707
2708,Nestle Tea 1253ml,Beverages,1981,890100002708
2709,Daily Milk Soap 1198g,Household,1905,890100002709
2710,Nestle Cleaning Powder 652g,Household,3661,890100002710
2711,Happy Farm Oats 963g,Grains & Rice,440,890100002711
2712,Daily Milk Soap 1218g,Personal Care,66,890100002712
2713,Daily Milk Biscuits 1154g,Snacks,3058,890100002713
2714,Gujranwala Biscuits 859g,Snacks,4274,890100002714
2715,Gujranwala Soft Drink 1144ml,Beverages,2481,890100002715
2716,Daily Milk Soap 1303g,Personal Care,1081,890100002716
2717,Sunflower Butter 858ml,Dairy,400,890100002717
2718,Nestle Milk 277ml,Dairy,3353,890100002718
2719,Sunflower Energy Drink 1976ml,Beverages,3540,890100002719
2720,Chase Up Soap 1912g,Personal Care,3359,890100002720
2721,Nature's Best Yogurt 1216ml,Dairy,3814,890100002721
2722,Gujranwala Dishwashing Liquid 1038g,Household,3361,890100002722
2723,Sunflower Oats 1169g,Grains & Rice,3197,890100002723
2724,Dairy Fresh Chocolate 1473g,Snacks,1676,890100002724
2725,Nestle Wheat Flour 1856g,Grains & Rice,1874,890100002725
2726,Chase Up Oats 961g,Grains & Rice,1072,890100002726
2727,Chase Up Corn Flour 825g,Grains & Rice,3899,890100002727
2728,Daily Milk Lotion 1750g,Personal Care,1245,890100002728
2729,Chase Up Yogurt 164ml,Dairy,4008,890100002729
2730,Dairy Fresh Milk Powder 795ml,Dairy,880,890100002730
2731,Gujranwala Tea 490ml,Beverages,4868,890100002731
2732,Chase Up Toothpaste 1428g,Personal Care,4857,890100002732
2733,Nature's Best Coffee 790ml,Beverages,2388,890100002733
2734,Daily Milk Milk 402ml,Dairy,1335,890100002734
2735,Nature's Best Oats 279g,Grains & Rice,3389,890100002735
2736,Nestle Soap 845g,Personal Care,918,890100002736
2737,Dairy Fresh Cleaning Powder 1311g,Household,3362,890100002737
2738,Sunflower Soft Drink 1272ml,Beverages,3641,890100002738
2739,Sunflower Milk Powder 587ml,Dairy,4190,890100002739
2740,Dairy Fresh Soap 519g,Personal Care,3185,890100002740
2741,Nature's Best Cleaning Powder 165g,Household,4539,890100002741
2742,Happy Farm Chocolate 1493g,Snacks,2401,890100002742
2743,Chase Up Juice 484ml,Beverages,3971,890100002743
2744,Sunflower Butter 1391ml,Dairy,4018,890100002744
2745,Dairy Fresh Cookies 1156g,Snacks,2030,890100002745
2746,Chase Up Oats 1098g,Grains & Rice,3693,890100002746
2747,Chase Up Lotion 337g,Personal Care,2954,890100002747
2748,Sunflower Oats 916g,Grains & Rice,609,890100002748
2749,Chase Up Juice 1783ml,Beverages,4147,890100002749
2750,Nestle Energy Drink 1747ml,Beverages,4386,890100002750
2751,Gujranwala Nuts 952g,Snacks,3824,890100002751
2752,Dairy Fresh Energy Drink 1583ml,Beverages,2558,890100002752
2753,Nature's Best Coffee 475ml,Beverages,1512,890100002753
2754,Sunflower Oats 1860g,Grains & Rice,1378,890100002754
2755,Nestle Chocolate 1616g,Snacks,4773,890100002755
2756,Daily Milk Yogurt 199ml,Dairy,814,890100002756
2757,Sunflower Butter 966ml,Dairy,2668,890100002757
2758,Daily Milk Coffee 1979ml,Beverages,2846,890100002758
2759,Nature's Best Corn Flour 403g,Grains & Rice,2105,890100002759
2760,Dairy Fresh Juice 1710ml,Beverages,907,890100002760
2761,Nestle Sanitizer 1564g,Personal Care,2854,890100002761
2762,Chase Up Milk Powder 1913ml,Dairy,4471,890100002762
2763,Daily Milk Lotion 1347g,Personal Care,2194,890100002763
2764,Happy Farm Cookies 1134g,Snacks,872,890100002764
2765,Chase Up Maize 197g,Grains & Rice,4279,890100002765
2766,Sunflower Soap 1636g,Household,2800,890100002766
2767,Chase Up Chips 108g,Snacks,806,890100002767
2768,Chase Up Basmati Rice 1047g,Grains & Rice,665,890100002768
2769,Nestle Nuts 1544g,Snacks,3889,890100002769
2770,Gujranwala Chocolate 1960g,Snacks,540,890100002770
2771,Nature's Best Dishwashing Liquid 1285g,Household,4035,890100002771
2772,Gujranwala Lotion 947g,Personal Care,3633,890100002772
2773,Chase Up Shampoo 1210g,Personal Care,4629,890100002773
2774,Chase Up Chocolate 1568g,Snacks,251,890100002774
2775,Gujranwala Basmati Rice 843g,Grains & Rice,3876,890100002775
2776,Happy Farm Corn Flour 999g,Grains & Rice,1936,890100002776
2777,Daily Milk Oats 889g,Grains & Rice,2748,890100002777
2778,Dairy Fresh Dishwashing Liquid 130g,Household,2676,890100002778
2779,Nature's Best Soap 1162g,Personal Care,1838,890100002779
2780,Sunflower Nuts 593g,Snacks,3724,890100002780
2781,Gujranwala Maize 1775g,Grains & Rice,4863,890100002781
2782,Daily Milk Juice 1958ml,Beverages,2337,890100002782
2783,Nature's Best Lotion 1779g,Personal Care,3010,890100002783
2784,Chase Up Juice 299ml,Beverages,3289,890100002784
2785,Sunflower Toothpaste 1226g,Personal Care,3710,890100002785
2786,Happy Farm Shampoo 976g,Personal Care,3529,890100002786
2787,Happy Farm Biscuits 1440g,Snacks,3943,890100002787
